City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Current Description
655,terme,TR,41.2092,36.9739,42.8,42.8,87,75,3.44,light rain
656,bambari,CF,5.768,20.6757,73.63,73.63,89,100,4.45,overcast clouds
657,acton vale,CA,45.6501,-72.5658,48.2,44.6,40,1,10.36,clear sky
658,den helder,NL,52.9599,4.7593,44.6,43.0,87,90,12.66,overcast clouds
659,storforshei,NO,66.4043,14.5233,32.0,32.0,92,100,3.0,snow
660,banda aceh,ID,5.5577,95.3222,79.34,79.34,78,87,2.39,overcast clouds
661,matara,LK,5.9485,80.5353,76.23,76.23,87,87,3.62,overcast clouds
662,linden,GY,6.0,-58.3,84.2,84.2,58,20,13.8,few clouds
663,muncar,ID,-8.4333,114.3333,74.34,74.34,87,33,3.56,scattered clouds
664,sorong,ID,-0.8833,131.25,80.17,80.17,81,100,5.1,moderate rain
665,zhezkazgan,KZ,47.8043,67.7144,27.43,27.43,90,30,10.0,scattered clouds
666,monteagudo,BO,-19.8167,-63.9833,84.2,84.2,51,40,5.75,light rain
667,bhinmal,IN,25.0,72.25,67.15,67.15,43,0,1.88,clear sky
668,sucua,EC,-2.4667,-78.1667,75.2,75.2,73,75,8.05,moderate rain
669,kendari,ID,-3.945,122.4989,75.2,75.2,90,79,3.31,broken clouds
670,rokytne,UA,51.2796,27.214,26.64,26.64,84,48,5.97,scattered clouds
671,solnechnyy,RU,50.7214,136.6319,22.57,22.57,86,100,0.65,overcast clouds
672,landazuri,CO,6.2183,-73.8112,72.43,72.43,90,99,1.61,overcast clouds
673,cockburn town,TC,21.4612,-71.1419,78.8,78.8,65,20,13.8,few clouds
674,praia da vitoria,PT,38.7333,-27.0667,59.0,59.0,72,20,9.6,few clouds
675,ust-nera,RU,64.5667,143.2,-3.26,-3.26,96,99,3.47,overcast clouds
676,paciran,ID,-6.8767,112.3761,78.35,78.35,85,98,9.75,overcast clouds
677,vila franca do campo,PT,37.7167,-25.4333,59.0,59.0,63,75,8.05,broken clouds
678,chimoio,MZ,-19.1164,33.4833,69.8,69.8,100,20,1.25,few clouds
679,marienburg,PL,54.0359,19.0266,34.0,32.0,100,100,14.56,overcast clouds
680,atasu,KZ,48.6814,71.6433,30.49,30.49,94,100,13.29,overcast clouds
681,nova olimpia,BR,-14.7972,-57.2881,76.35,76.35,84,84,3.2,broken clouds
682,phulabani,IN,20.4667,84.2333,71.01,71.01,45,0,2.66,clear sky
683,constantine,DZ,36.365,6.6147,44.6,44.6,87,75,4.61,broken clouds
684,inirida,CO,3.8653,-67.9239,83.08,83.08,76,89,1.79,overcast clouds
685,montrose,US,38.4166,-108.2673,64.0,55.99,17,49,17.0,scattered clouds
686,vanavara,RU,60.34,102.2797,-21.53,-21.53,86,75,6.44,broken clouds
687,enugu,NG,6.4402,7.4943,77.61,77.61,78,100,2.04,overcast clouds
688,jackson,US,42.4165,-122.8345,55.0,51.01,37,40,6.91,scattered clouds
689,bara,NG,10.3744,10.7288,87.3,87.3,44,84,17.34,broken clouds
690,tel aviv-yafo,IL,32.0805,34.7805,63.0,60.8,77,0,2.3,clear sky
691,jeremie,HT,18.65,-74.1167,77.7,77.7,77,38,3.65,scattered clouds
692,qazvin,IR,36.2797,50.0049,51.78,51.78,26,100,4.5,overcast clouds
693,fort walton beach,US,30.4058,-86.6188,64.4,59.0,55,90,10.36,overcast clouds
694,san patricio,US,28.017,-97.5169,73.4,69.01,40,1,12.66,clear sky
695,porto franco,BR,-6.3383,-47.3992,75.79,75.79,84,96,2.8,heavy intensity rain
696,iberia,US,29.9502,-91.7507,59.0,57.2,58,90,8.05,overcast clouds
