City_ID,City,Country,Lat,Lng,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed,Current Description
324,general pico,AR,-35.6566,-63.7568,74.21,74.21,26,0,8.01,clear sky
325,kodiak,US,57.79,-152.4072,37.4,37.4,87,90,20.94,light rain
326,guarapari,BR,-20.6667,-40.4975,80.6,80.6,74,20,4.61,few clouds
327,porto nacional,BR,-10.7081,-48.4172,78.8,78.8,89,40,3.44,scattered clouds
328,sarkand,KZ,45.41,79.9186,37.45,37.45,41,79,6.46,broken clouds
329,pemba,MZ,-12.974,40.5178,80.6,80.6,89,20,4.61,few clouds
330,faanui,PF,-16.4833,-151.75,83.14,83.14,64,1,6.33,clear sky
331,marawi,PH,7.9986,124.2928,73.99,73.99,92,40,5.01,scattered clouds
332,namatanai,PG,-3.6667,152.4333,83.86,83.86,66,73,5.1,broken clouds
333,bac lieu,VN,9.285,105.7244,77.16,77.16,83,24,3.91,few clouds
334,kodinsk,RU,58.6881,99.1844,18.32,18.32,96,100,4.05,overcast clouds
335,paka,MY,4.6374,103.4368,75.2,75.2,94,100,3.67,overcast clouds
336,namibe,AO,-15.1961,12.1522,73.53,73.53,74,24,3.27,few clouds
337,severo-kurilsk,RU,50.6789,156.125,24.12,24.12,81,86,21.54,overcast clouds
338,libreville,GA,0.3925,9.4537,77.0,77.0,88,20,3.44,moderate rain
339,tatawin,TN,32.9297,10.4518,68.0,68.0,32,15,11.5,few clouds
340,bucerias,MX,20.75,-105.3333,75.2,75.2,69,1,14.97,clear sky
341,lisakovsk,KZ,52.5369,62.4936,21.54,21.54,90,26,13.38,scattered clouds
342,barranca,PE,-10.75,-77.7667,74.91,74.91,68,1,7.27,clear sky
343,perth,AU,-31.9333,115.8333,72.0,62.6,37,0,11.5,clear sky
344,sao filipe,CV,14.8961,-24.4956,71.4,71.4,70,37,5.28,scattered clouds
345,sainte-marie,RE,-20.8968,55.5496,75.2,64.99,88,75,16.11,light rain
346,doha,QA,25.2867,51.5333,69.8,66.99,49,0,12.66,clear sky
347,kundiawa,PG,-6.0167,144.9667,65.5,65.5,93,100,1.7,overcast clouds
348,maiduguri,NG,11.8464,13.1603,88.77,88.77,33,78,2.13,broken clouds
349,tecoanapa,MX,16.5167,-98.75,84.45,84.45,58,0,10.8,clear sky
350,acapulco,MX,16.8634,-99.8901,86.0,86.0,66,1,9.22,clear sky
351,steamboat springs,US,40.485,-106.8317,57.2,41.0,18,1,9.78,clear sky
352,hambantota,LK,6.1241,81.1185,77.68,77.68,81,77,5.01,broken clouds
353,macia,MZ,-25.0269,33.0989,68.99,68.99,90,0,1.86,clear sky
354,chicama,PE,-7.8447,-79.1469,75.2,75.2,78,0,8.05,clear sky
355,ambon,ID,-3.6954,128.1814,77.0,77.0,94,20,9.22,light rain
356,byron bay,AU,-28.65,153.6167,71.6,69.01,94,90,6.91,light rain
357,lucea,JM,18.451,-78.1736,82.4,81.0,74,20,8.05,few clouds
358,venice,US,27.0998,-82.4543,70.0,69.01,60,90,11.5,overcast clouds
359,kayerkan,RU,69.3497,87.7602,-22.59,-22.59,65,0,7.2,clear sky
360,robertson,US,36.5167,-86.8667,63.0,62.01,25,1,8.05,clear sky
361,ulladulla,AU,-35.35,150.4667,66.99,61.0,100,75,6.91,moderate rain
362,riyadh,SA,24.6877,46.7219,71.6,66.2,28,0,5.75,clear sky
363,high level,CA,58.5169,-117.136,14.0,14.0,85,90,11.5,snow
364,severodvinsk,RU,64.5635,39.8302,19.4,19.4,86,75,6.71,light snow
365,grenaa,DK,56.4158,10.8783,43.0,39.99,87,90,23.02,overcast clouds
366,san carlos,VE,9.6612,-68.5827,88.2,88.2,44,80,7.72,broken clouds
367,aras,ES,42.5617,-2.356,41.0,41.0,65,75,11.5,broken clouds
368,fort wayne,US,41.1306,-85.1289,55.4,53.6,37,1,5.75,clear sky
369,yatou,CN,37.15,122.3833,37.81,37.81,59,99,15.17,overcast clouds
370,nieves,PH,15.3274,120.9485,77.0,77.0,83,40,2.3,scattered clouds
371,requena,ES,39.4883,-1.1004,46.0,42.01,84,15,4.65,few clouds
372,lazo,RU,43.3817,133.9014,29.34,29.34,93,100,1.99,snow
373,chachapoyas,PE,-6.2317,-77.869,62.44,62.44,83,93,3.06,light rain
374,masaka,UG,-0.3338,31.7341,69.33,69.33,67,86,1.41,overcast clouds
375,ravar,IR,31.2656,56.8055,55.83,55.83,15,1,3.62,clear sky
376,saint-francois,FR,46.4154,3.9054,34.0,32.0,74,0,3.44,clear sky
377,bayeux,BR,-7.125,-34.9322,78.8,78.8,83,0,9.22,clear sky
378,afsin,TR,38.2477,36.914,39.09,39.09,79,56,3.22,broken clouds
379,changli,CN,39.7042,119.1506,35.56,35.56,33,0,14.34,clear sky
380,lujiang,CN,31.2581,117.2817,48.2,48.2,87,87,6.71,mist
381,svetlogorsk,BY,52.6333,29.7333,26.47,26.47,84,51,7.05,broken clouds
382,catuday,PH,16.2923,119.8062,79.09,79.09,79,82,5.08,broken clouds
383,santiago del estero,AR,-27.7951,-64.2615,68.25,68.25,85,89,7.52,overcast clouds
384,nador,MA,35.174,-2.9287,55.4,48.2,76,40,20.71,scattered clouds
385,vikulovo,RU,56.8167,70.6107,28.24,28.24,94,98,12.82,light snow
386,leningradskiy,RU,69.3833,178.4167,-10.77,-10.77,84,100,1.36,overcast clouds
387,santa cruz,BO,-17.8,-63.1667,86.0,82.4,65,40,9.22,scattered clouds
388,srednekolymsk,RU,67.45,153.6833,-7.06,-7.06,82,0,2.13,clear sky
389,behbahan,IR,30.5959,50.2417,53.6,53.6,43,0,5.39,clear sky
390,berbera,SO,10.4396,45.0143,76.5,76.5,81,8,3.15,clear sky
391,collingwood,CA,44.4834,-80.2164,57.2,46.4,42,0,3.44,clear sky
392,beidao,CN,34.5686,105.8933,36.77,36.77,34,100,2.75,overcast clouds
393,noumea,NC,-22.2763,166.4572,81.0,78.8,69,0,5.75,clear sky
394,wuwei,CN,37.9281,102.6414,24.06,24.06,33,0,3.83,clear sky
395,buraydah,SA,26.326,43.975,66.2,66.2,42,0,4.61,clear sky
396,san quintin,MX,30.4833,-115.95,64.29,64.29,69,0,24.79,clear sky
397,alta floresta,BR,-9.8756,-56.0861,73.69,73.69,94,99,1.52,overcast clouds
398,illela,NG,13.7292,5.2975,84.94,84.94,19,32,4.88,scattered clouds
399,sobolevo,RU,54.4299,31.8996,21.92,21.92,91,71,7.11,light snow
400,zvishavane,ZW,-20.3267,30.0665,65.07,65.07,72,0,3.15,clear sky
401,baoning,CN,25.3378,110.026,51.8,51.8,82,90,8.95,overcast clouds
402,seoul,KR,37.5683,126.9778,42.8,41.0,81,75,4.61,mist
403,makubetsu,JP,45.3714,141.8211,29.62,29.62,85,96,12.75,overcast clouds
404,polyanka,UA,50.2584,27.6881,28.04,28.04,78,23,6.04,few clouds
405,pringsewu,ID,-5.3582,104.9744,71.73,71.73,94,80,2.3,broken clouds
406,bandarbeyla,SO,9.4942,50.8122,76.71,76.71,80,1,10.04,clear sky
407,sidney,AU,-33.8679,151.2073,68.0,64.99,88,90,23.02,moderate rain
408,yulara,AU,-25.2406,130.9889,62.6,62.6,100,90,9.22,overcast clouds
409,lasa,IT,46.6166,10.7002,41.0,21.2,49,0,9.22,clear sky
410,tilichiki,RU,60.4667,166.1,-11.24,-11.24,88,3,7.63,clear sky
411,teofilo otoni,BR,-17.8575,-41.5053,69.58,69.58,96,1,3.36,clear sky
412,smithers,CA,54.7804,-127.1743,33.8,33.8,40,75,8.05,broken clouds
413,shelburne,CA,44.0787,-80.2041,57.2,55.4,23,1,4.61,clear sky
414,bograd,RU,54.2344,90.8328,12.2,12.2,85,93,2.24,mist
415,pangody,RU,65.85,74.4859,-6.09,-6.09,91,100,18.1,light snow
416,lagoa,PT,39.05,-27.9833,57.92,57.92,81,100,13.58,overcast clouds
417,isangel,VU,-19.55,169.2667,79.79,79.79,74,100,8.97,overcast clouds
418,saint-pierre,RE,-21.3393,55.4781,78.8,64.99,78,20,10.36,few clouds
419,yaring,TH,6.8662,101.3689,74.41,74.41,87,94,5.06,overcast clouds
420,chapais,CA,49.7834,-74.8492,50.0,50.0,32,1,13.8,clear sky
421,abohar,IN,30.15,74.1833,70.92,70.92,30,45,3.42,scattered clouds
422,launceston,AU,-41.45,147.1667,59.0,53.6,82,36,11.5,scattered clouds
423,matadi,CD,-5.8167,13.45,77.74,77.74,96,100,3.0,moderate rain
424,necochea,AR,-38.5473,-58.7368,66.0,66.0,76,94,5.99,overcast clouds
425,yeppoon,AU,-23.1333,150.7333,77.0,77.0,88,90,4.61,heavy intensity drizzle
426,jurado,CO,7.1053,-77.7641,81.01,81.01,81,99,4.12,light rain
427,songadh,IN,21.1667,73.5667,69.12,69.12,41,0,2.51,clear sky
428,baruun-urt,MN,46.6806,113.2792,14.36,14.36,67,39,9.17,scattered clouds
429,duku,NG,11.2361,4.9073,89.31,89.31,20,87,2.44,overcast clouds
430,linxia,CN,35.6003,103.2064,27.55,27.55,56,86,0.69,overcast clouds
431,si sa ket,TH,14.8333,104.3333,81.0,80.01,65,76,6.13,broken clouds
432,bubaque,GW,11.2833,-15.8333,78.33,78.33,68,62,18.79,broken clouds
433,lata,PT,40.1629,-8.3327,55.0,50.0,71,0,9.22,clear sky
434,kade,DE,52.3833,12.2667,39.99,37.99,55,100,5.01,overcast clouds
435,minas,UY,-34.3759,-55.2377,68.0,68.0,100,75,5.75,broken clouds
436,elk plain,US,47.0532,-122.3976,54.0,48.0,62,90,6.91,overcast clouds
437,aloleng,PH,16.1307,119.7824,80.17,80.17,79,75,5.68,broken clouds
438,muscle shoals,US,34.7448,-87.6675,64.4,63.0,32,1,5.75,clear sky
439,baglan,AF,36.1307,68.7083,54.1,54.1,84,100,5.53,overcast clouds
440,valparaiso,CL,-33.0393,-71.6273,69.8,64.0,40,0,12.66,clear sky
441,husavik,IS,66.0449,-17.3389,41.0,41.0,65,90,20.71,overcast clouds
442,villa de san francisco,HN,14.1667,-86.9667,80.6,80.01,47,75,9.22,broken clouds
443,basco,PH,20.4487,121.9702,78.94,78.94,81,7,18.28,clear sky
444,iquique,CL,-20.2208,-70.1431,75.2,75.2,50,0,21.85,clear sky
445,moerai,PF,-22.4333,-151.3333,78.28,78.28,69,38,9.1,scattered clouds
446,neiafu,TO,-18.65,-173.9833,82.4,82.4,78,40,9.22,scattered clouds
447,muros,ES,42.7762,-9.0603,48.99,46.99,53,0,22.15,clear sky
448,takaungu,KE,-3.6837,39.8566,79.16,79.16,81,0,7.0,clear sky
449,boa vista,BR,2.8197,-60.6733,91.4,91.4,31,0,9.22,clear sky
450,sao miguel do araguaia,BR,-13.275,-50.1628,75.63,75.63,83,82,2.59,light rain
451,petropavlovsk-kamchatskiy,RU,53.0452,158.6483,19.4,19.4,53,6,4.47,clear sky
452,gushikawa,JP,26.3544,127.8686,69.8,68.0,88,90,8.05,overcast clouds
453,jinxiang,CN,27.4327,120.6062,52.12,52.12,91,100,13.87,overcast clouds
454,quelimane,MZ,-17.8786,36.8883,80.6,80.6,83,20,4.07,few clouds
455,floresti,MD,47.8933,28.3014,32.79,32.79,63,0,4.47,clear sky
456,ndjole,GA,-0.1783,10.7649,71.8,71.8,98,100,4.74,moderate rain
457,lokoja,NG,7.8024,6.743,83.53,83.53,55,100,5.64,overcast clouds
458,zeya,RU,53.75,127.2667,12.94,12.94,96,93,1.5,overcast clouds
459,nichinan,JP,31.6,131.3667,64.4,64.4,94,75,10.36,light rain
460,ternate,ID,0.8,127.4,80.83,80.83,78,86,2.37,overcast clouds
461,aswan,EG,24.0934,32.907,80.31,80.31,18,0,7.56,clear sky
462,luganville,VU,-15.5333,167.1667,76.77,76.77,88,100,1.01,overcast clouds
463,noginsk,RU,55.8665,38.4438,28.4,28.4,74,75,6.71,snow
464,mersing,MY,2.4312,103.8405,75.2,75.2,94,100,4.61,overcast clouds
465,kungurtug,RU,50.5994,97.5228,5.86,5.86,76,0,3.06,clear sky
466,quarteira,PT,37.0695,-8.1006,57.2,57.2,28,0,9.22,clear sky
467,vila do maio,CV,15.1333,-23.2167,69.8,69.8,68,20,10.36,few clouds
468,bowen,AU,-20.0167,148.2333,77.0,77.0,94,40,8.05,scattered clouds
469,rzhanitsa,RU,53.4284,33.923,24.28,24.28,93,43,5.61,scattered clouds
470,formosa,AR,-26.1775,-58.1781,89.6,89.6,62,90,11.5,overcast clouds
471,mogwase,ZA,-25.185,27.2665,71.13,71.13,53,90,5.44,overcast clouds
472,sinop,TR,41.7711,34.8709,36.5,36.5,96,100,3.33,light rain
473,the valley,AI,18.217,-63.0578,80.6,78.01,69,20,17.27,few clouds
474,lazaro cardenas,MX,17.9583,-102.2,84.76,84.76,53,0,12.95,clear sky
475,vao,NC,-22.6667,167.4833,75.94,75.94,76,0,17.22,clear sky
476,sokolo,ML,14.7328,-6.1219,80.73,80.73,19,23,0.96,few clouds
477,raton,US,36.9034,-104.4391,71.6,71.6,6,1,26.46,clear sky
478,faya,SA,18.3851,42.4509,62.6,62.6,48,0,4.61,clear sky
479,abalak,RU,58.1286,68.5944,25.97,25.97,96,100,8.19,light snow
480,fethiye,TR,36.6217,29.1164,55.4,55.4,94,40,4.61,scattered clouds
481,katangli,RU,51.7102,143.2326,21.0,21.0,83,100,9.46,overcast clouds
482,bud,US,39.447,-86.1758,59.0,57.99,34,0,5.73,clear sky
483,marsaxlokk,MT,35.8419,14.5431,59.0,57.99,94,40,13.8,scattered clouds
484,strezhevoy,RU,60.7333,77.5889,26.6,26.6,100,90,6.71,light snow
485,zhigansk,RU,66.7697,123.3711,15.31,15.31,93,100,22.73,light snow
486,ahipara,NZ,-35.1667,173.1667,65.82,65.82,53,2,7.36,clear sky
487,picos,BR,-7.0769,-41.4669,74.93,74.93,88,91,2.95,overcast clouds
488,altayskoye,RU,51.9533,85.3325,26.44,26.44,76,100,3.65,overcast clouds
489,saint-felicien,CA,48.6501,-72.4491,53.6,46.4,30,75,9.22,broken clouds
490,qui nhon,VN,13.7667,109.2333,76.77,76.77,90,83,2.04,broken clouds
491,severnyy,RU,50.677,36.5532,32.0,32.0,93,0,8.95,clear sky
492,vaxjo,SE,56.8777,14.8091,39.2,37.99,100,90,12.66,overcast clouds
493,teknaf,BD,20.8624,92.3058,72.84,72.84,57,91,5.95,overcast clouds
494,svetlaya,RU,46.5389,138.3297,28.47,28.47,88,96,7.81,overcast clouds
495,chippewa falls,US,44.9369,-91.3929,60.01,57.99,18,1,20.71,clear sky
496,da nang,VN,16.0678,108.2208,78.8,78.8,89,40,5.75,scattered clouds
497,primo tapia,MX,32.22,-116.9172,62.6,60.8,63,40,10.36,scattered clouds
498,dunedin,NZ,-45.8742,170.5036,57.99,57.99,73,46,8.99,scattered clouds
499,marsa matruh,EG,31.3525,27.2453,62.6,62.6,88,0,5.75,clear sky
500,kavaratti,IN,10.5669,72.642,82.47,82.47,65,6,5.82,clear sky
501,asau,RO,46.4333,26.4,30.99,30.99,64,100,2.26,light snow
502,pishin,PK,30.5803,66.9961,59.22,59.22,54,98,4.54,overcast clouds
503,honiara,SB,-9.4333,159.95,83.5,83.5,74,76,2.44,light rain
504,ozinki,RU,51.1786,49.6769,22.05,22.05,94,100,7.0,overcast clouds
505,northam,GB,51.0333,-4.2167,48.0,45.0,89,87,1.99,overcast clouds
506,korla,CN,41.7597,86.1469,38.08,38.08,51,0,3.0,clear sky
507,adiake,CI,5.2863,-3.304,80.6,80.6,89,20,8.05,few clouds
508,bulawayo,ZW,-20.15,28.5833,63.18,63.18,75,7,8.63,clear sky
509,parkersburg,US,39.2667,-81.5615,60.8,60.8,16,1,3.44,clear sky
510,kahului,US,20.8947,-156.47,73.4,68.0,83,40,17.27,scattered clouds
511,ust-kulom,RU,61.6864,53.6902,10.02,10.02,97,80,5.32,broken clouds
512,broome,US,42.2506,-75.833,50.0,48.0,29,1,6.91,clear sky
513,maple creek,CA,49.9168,-109.4848,53.6,42.8,22,96,12.66,overcast clouds
514,jinzhou,CN,41.1078,121.1417,35.56,35.56,47,23,15.5,few clouds
515,sfantu gheorghe,RO,45.8667,25.7833,30.0,26.01,81,100,3.0,overcast clouds
516,avera,US,33.194,-82.5271,57.2,55.4,38,1,14.97,clear sky
517,kununurra,AU,-15.7667,128.7333,73.4,73.4,100,75,4.61,broken clouds
518,mikhaylovka,RU,50.06,43.2379,26.01,26.01,92,100,2.82,overcast clouds
519,rio gallegos,AR,-51.6226,-69.2181,57.2,57.2,33,0,23.02,clear sky
520,vardo,NO,70.3705,31.1107,31.17,31.17,74,76,12.21,broken clouds
521,daimiel,ES,39.07,-3.615,39.0,39.0,55,17,1.01,few clouds
522,half moon bay,US,37.4636,-122.4286,59.0,53.01,71,1,11.5,clear sky
523,sabha,LY,27.0377,14.4283,72.48,72.48,17,0,5.7,clear sky
524,pochutla,MX,15.7432,-96.4661,93.99,91.4,35,20,11.5,few clouds
525,geri,CY,35.1,33.4167,55.99,50.0,87,20,4.61,few clouds
526,nabire,ID,-3.3667,135.4833,74.34,74.34,96,100,2.37,overcast clouds
527,armenia,AM,40.0,45.0,42.8,42.8,81,40,3.11,scattered clouds
528,key west,US,24.5557,-81.7826,75.2,71.01,57,1,13.8,clear sky
529,yola,NG,9.2,12.4833,80.58,80.58,62,100,6.55,overcast clouds
530,nanakuli,US,21.3906,-158.1547,80.6,71.6,50,40,6.91,scattered clouds
531,dali,CN,25.7,100.1833,52.05,52.05,46,60,3.85,broken clouds
532,nishihara,JP,26.1842,127.7558,69.8,68.0,83,90,11.5,overcast clouds
533,puerto leguizamo,CO,-0.1934,-74.7819,88.14,88.14,63,62,1.43,broken clouds
534,ban nahin,LA,18.2418,104.2122,76.75,76.75,80,38,3.65,scattered clouds
535,narsaq,GL,60.9167,-46.05,32.0,32.0,93,90,13.0,snow
536,yar-sale,RU,66.8333,70.8333,-11.63,-11.63,88,100,11.21,overcast clouds
537,koulikoro,ML,14.0,-7.75,86.68,86.68,35,28,8.84,scattered clouds
538,snasa,NO,64.2457,12.3778,32.14,32.14,94,100,18.59,snow
539,barela,IN,23.1,80.05,72.82,72.82,29,53,0.43,broken clouds
540,kaura namoda,NG,12.5898,6.5779,84.92,84.92,24,47,5.01,scattered clouds
541,quatre cocos,MU,-20.2078,57.7625,80.01,78.8,89,75,10.36,light rain
542,kuytun,RU,54.3419,101.5036,18.14,18.14,80,99,3.85,overcast clouds
543,wasilla,US,61.5814,-149.4394,24.01,17.6,35,90,11.5,overcast clouds
544,taoudenni,ML,22.6783,-3.9836,71.74,71.74,8,0,9.04,clear sky
545,zaozerne,UA,45.1582,33.2787,36.0,36.0,62,65,7.18,broken clouds
546,nioro,GM,13.35,-15.75,76.77,76.77,33,55,9.42,broken clouds
547,akyab,MM,20.15,92.9,71.2,71.2,70,71,6.69,broken clouds
548,chirnside,GB,55.8022,-2.2093,46.0,46.0,80,49,10.22,scattered clouds
549,kalemie,CD,-5.9475,29.1947,71.58,71.58,84,29,1.95,scattered clouds
550,capao bonito,BR,-24.0058,-48.3494,70.07,70.07,95,50,5.73,scattered clouds
551,zhumadian,CN,32.9794,114.0294,43.83,43.83,67,86,7.87,overcast clouds
552,mayo,US,38.8876,-76.5119,54.0,50.0,32,1,6.91,clear sky
553,shakiso,ET,5.75,38.9167,61.59,61.59,94,99,2.24,light rain
554,komsomolskiy,UZ,40.4272,71.7189,50.0,50.0,87,90,9.22,light rain
555,ranong,TH,9.9658,98.6348,76.17,76.17,88,73,2.17,broken clouds
556,kang,BW,-23.6752,22.7876,71.74,71.74,47,34,4.05,scattered clouds
557,forio,IT,40.7342,13.8646,48.99,44.01,59,100,8.99,overcast clouds
558,ceska skalice,CZ,50.3947,16.0428,23.0,21.99,82,21,1.01,few clouds
559,palu,ID,-0.8917,119.8707,74.46,74.46,91,93,3.04,overcast clouds
560,kulhudhuffushi,MV,6.6221,73.07,82.78,82.78,68,8,6.69,clear sky
561,canmore,CA,51.0834,-115.3521,44.6,37.4,48,5,11.5,clear sky
562,daura,NG,11.5538,11.4085,82.92,82.92,43,82,9.31,broken clouds
563,ketchikan,US,55.3422,-131.6461,37.4,37.4,75,90,9.22,light snow
564,peniche,PT,39.3558,-9.3811,52.0,50.0,79,0,5.99,clear sky
565,port moresby,PG,-9.4431,147.1797,79.38,79.38,84,100,3.09,overcast clouds
566,augusto correa,BR,-1.0217,-46.635,75.16,75.16,89,69,2.84,broken clouds
567,fuxin,CN,42.0156,121.6589,32.05,32.05,66,88,19.84,overcast clouds
568,plettenberg bay,ZA,-34.0527,23.3716,62.98,62.98,87,91,7.54,light rain
569,russell,US,32.3502,-85.1999,62.6,60.01,25,1,6.91,clear sky
570,tongzi,CN,28.7829,105.0877,49.21,49.21,82,100,8.81,light rain
571,katherine,AU,-14.4667,132.2667,75.2,75.2,100,54,6.91,broken clouds
572,alamosa,US,37.4695,-105.87,64.4,64.4,8,20,29.93,haze
573,cuamba,MZ,-14.8031,36.5372,69.55,69.55,97,100,2.06,overcast clouds
574,malanje,AO,-9.5402,16.341,65.14,65.14,94,99,3.15,overcast clouds
575,jinka,ET,5.65,36.65,66.24,66.24,74,26,4.18,scattered clouds
576,tazovskiy,RU,67.4667,78.7,-14.71,-14.71,83,100,17.02,overcast clouds
577,san jose,US,37.3394,-121.895,60.01,55.0,47,40,13.8,scattered clouds
578,anadyr,RU,64.75,177.4833,-7.6,-7.6,71,0,11.18,clear sky
579,fomboni,KM,-12.28,43.7425,84.04,84.04,70,23,6.31,few clouds
580,bonthe,SL,7.5264,-12.505,77.56,77.56,73,23,6.51,few clouds
581,mawlaik,MM,23.6333,94.4167,69.62,69.62,35,100,1.03,overcast clouds
582,morondava,MG,-20.2833,44.2833,79.03,79.03,82,2,4.12,clear sky
583,kirakira,SB,-10.4544,161.9205,82.11,82.11,80,81,6.11,light rain
584,santa fe,AR,-31.6333,-60.7,71.01,71.01,88,100,1.99,light rain
585,wuda,CN,39.4994,106.7117,24.15,24.15,27,0,4.07,clear sky
586,tromso,NO,69.6496,18.957,30.2,28.99,86,90,11.5,light snow
587,rabo de peixe,PT,37.8,-25.5833,59.0,59.0,63,75,8.05,broken clouds
588,pechora,RU,65.1472,57.2244,9.55,9.55,96,91,1.28,overcast clouds
589,businga,CD,3.3333,20.8833,72.32,72.32,97,100,2.1,moderate rain
590,paamiut,GL,61.994,-49.6678,27.32,27.32,95,100,24.25,light snow
591,mayumba,GA,-3.432,10.6554,78.15,78.15,81,100,1.66,light rain
592,santa maria,BR,-29.6842,-53.8069,93.2,93.2,43,20,9.22,few clouds
593,arona,ES,28.0996,-16.681,64.99,52.0,63,20,5.75,few clouds
594,krasnoselkup,RU,65.7,82.4667,-4.13,-4.13,80,100,23.58,overcast clouds
595,buala,SB,-8.145,159.5921,83.77,83.77,73,98,2.24,light rain
596,kabalo,CD,-6.05,26.9167,70.43,70.43,93,97,2.51,overcast clouds
597,huanren,CN,41.2647,125.3667,32.72,32.72,89,74,2.06,broken clouds
598,lumberton,US,34.6182,-79.0086,51.8,48.99,58,90,6.91,overcast clouds
599,hohhot,CN,40.8106,111.6522,21.2,21.2,49,0,4.47,clear sky
600,pestravka,RU,52.405,49.9583,19.63,19.63,91,100,5.93,snow
601,rapina,EE,58.0981,27.4636,28.99,27.0,86,75,17.27,snow
602,caluquembe,AO,-13.7833,14.6833,61.23,61.23,89,99,2.06,overcast clouds
603,isabela,PH,6.7085,121.9711,78.8,78.8,89,90,1.14,light rain
604,kabale,UG,-1.2486,29.9899,57.22,57.22,93,97,2.68,overcast clouds
605,berlevag,NO,70.8578,29.0864,32.13,32.13,81,99,15.48,overcast clouds
606,nouadhibou,MR,20.931,-17.0347,64.4,64.4,72,90,18.41,sand
607,novosheshminsk,RU,55.0651,51.2338,21.54,21.54,93,100,7.2,overcast clouds
608,nelson bay,AU,-32.7167,152.15,68.0,66.99,100,90,14.97,moderate rain
609,aksehir,TR,38.3575,31.4164,43.97,43.97,87,12,5.35,few clouds
610,chulman,RU,56.8479,124.9104,-3.14,-3.14,97,36,4.29,scattered clouds
611,carai,BR,-17.1889,-41.6947,65.95,65.95,96,9,7.9,clear sky
612,godfrey,US,38.9556,-90.1868,60.01,59.0,44,1,9.22,clear sky
613,makaleng,BW,-20.9,27.2833,68.18,68.18,64,0,8.23,clear sky
614,eureka,US,40.8021,-124.1637,57.0,55.0,62,85,5.99,overcast clouds
615,sault sainte marie,CA,46.5168,-84.3333,50.0,48.2,29,1,14.97,clear sky
616,torrijos,ES,39.9819,-4.2835,44.6,41.0,36,0,6.91,clear sky
617,omboue,GA,-1.5746,9.2618,77.79,77.79,85,98,5.59,light rain
618,zabaykalsk,RU,49.6333,117.3167,10.87,10.87,91,32,10.27,scattered clouds
619,gweta,BW,-20.1833,25.2333,79.11,79.11,39,60,11.56,broken clouds
620,kiruna,SE,67.8557,20.2251,28.4,28.4,100,75,18.41,light snow
621,dossor,KZ,47.5272,52.9811,32.16,32.16,79,100,7.76,overcast clouds
622,tateyama,JP,34.9833,139.8667,64.4,62.01,82,75,9.22,light rain
623,ashcroft,CA,50.7165,-121.2859,53.6,43.0,37,75,14.97,light rain
624,derzhavinsk,KZ,51.1,66.3167,28.22,28.22,93,91,21.77,light snow
625,sawtell,AU,-30.3833,153.1,70.0,69.01,94,90,3.44,heavy intensity rain
626,madoc,CA,44.5084,-77.4745,50.0,46.0,40,20,10.36,few clouds
627,roma,US,43.2128,-75.4557,53.6,53.6,26,1,12.66,clear sky
628,hailar,CN,49.2,119.7,16.74,16.74,77,0,7.76,clear sky
629,genhe,CN,50.7833,121.5167,5.11,5.11,93,0,2.06,clear sky
630,samut sakhon,TH,13.5833,100.3,82.99,82.4,83,20,4.61,few clouds
631,chateaudun,FR,48.0833,1.3333,39.2,35.6,75,0,6.91,clear sky
632,tafresh,IR,34.692,50.013,43.83,43.83,30,100,4.21,overcast clouds
633,imeni poliny osipenko,RU,52.4201,136.4853,18.82,18.82,94,100,2.64,overcast clouds
634,rehoboth,NA,-23.3167,17.0833,70.07,70.07,48,17,5.53,few clouds
635,shimanovsk,RU,52.0,127.7,15.17,15.17,95,10,2.28,clear sky
636,pervomayskoye,RU,43.919,46.7102,43.36,43.36,73,95,3.42,overcast clouds
637,ewa beach,US,21.3156,-158.0072,80.6,71.6,50,40,6.91,scattered clouds
638,goderich,CA,43.7501,-81.7165,48.2,48.2,23,0,8.05,clear sky
639,presidencia roque saenz pena,AR,-26.7852,-60.4388,73.0,73.0,97,70,4.0,light rain
640,westport,US,41.1415,-73.3579,54.0,50.0,43,1,11.5,clear sky
641,torquay,GB,50.4638,-3.5143,48.0,46.99,84,100,8.68,overcast clouds
642,chazuta,PE,-6.5742,-76.1367,77.0,77.0,94,75,3.44,broken clouds
643,caxito,AO,-8.5785,13.6643,80.6,80.6,83,75,8.05,light rain
644,taiyuan,CN,37.8694,112.5603,28.4,28.4,43,0,8.95,clear sky
645,bentiu,SS,9.2333,29.8333,87.58,87.58,37,9,4.45,clear sky
646,puerto escondido,MX,15.85,-97.0667,84.2,84.2,74,20,6.91,few clouds
647,tysmenychany,UA,48.7717,24.6663,26.49,26.49,78,47,5.41,scattered clouds
648,kumylzhenskaya,RU,49.8809,42.5898,26.01,26.01,92,100,2.24,overcast clouds
649,moron,AR,-34.6534,-58.6198,69.01,68.0,84,100,4.0,overcast clouds
650,kashary,RU,49.04,41.0056,32.02,32.02,83,100,1.59,overcast clouds
651,novobirilyussy,RU,56.9514,90.6661,26.71,26.71,84,100,10.11,overcast clouds
652,oussouye,SN,12.485,-16.5469,75.2,69.8,88,0,4.61,clear sky
653,borsa,RO,47.6553,24.6633,21.99,21.99,77,81,3.31,broken clouds
654,mangrol,IN,21.1167,70.1167,74.68,74.68,69,0,11.03,clear sky
